session_id,model,output_length,pre_gap,has_error,is_system_prompt_present,input_tokens,turn_number,turn_cost
swebench__django__django-15375__minimax,minimax-m2.5,94,1.2097,1,1,21002,14,0.0032584
swebench__django__django-15375__minimax,minimax-m2.5,135,0.7029,1,1,21847,15,0.0034322999999999997
swebench__django__django-15375__minimax,minimax-m2.5,133,0.7029,1,1,22141,16,0.0034741
swebench__django__django-15375__minimax,minimax-m2.5,111,0.7049,1,1,23575,17,0.0036639
swebench__django__django-15375__minimax,minimax-m2.5,168,0.7087,1,1,24082,18,0.0038055
swebench__django__django-15375__minimax,minimax-m2.5,78,0.7085,1,1,24381,19,0.0037468499999999995
swebench__django__django-15375__minimax,minimax-m2.5,256,0.712,1,1,25481,20,0.00411655
swebench__django__django-15375__minimax,minimax-m2.5,264,0.7115,1,1,25843,21,0.00418005
swebench__django__django-15375__minimax,minimax-m2.5,365,0.0533,1,1,25898,22,0.00430445
swebench__django__django-15375__minimax,minimax-m2.5,698,0.7228,1,1,27249,23,0.00489005
swebench__django__django-15375__minimax,minimax-m2.5,644,0.7325,1,1,27988,24,0.0049388
swebench__django__django-15375__minimax,minimax-m2.5,149,0.0768,1,1,29782,25,0.004638649999999999
swebench__django__django-15375__minimax,minimax-m2.5,117,0.7189,1,1,30094,26,0.00464865
swebench__django__django-15375__minimax,minimax-m2.5,134,0.718,1,1,30343,27,0.004705549999999999
swebench__django__django-15375__minimax,minimax-m2.5,63,0.7191,1,1,31228,28,0.004756649999999999
swebench__django__django-15375__minimax,minimax-m2.5,59,0.7158,1,1,31426,29,0.00478175
swebench__django__django-15375__minimax,minimax-m2.5,53,0.0643,1,1,31480,30,0.004782949999999999
swebench__django__django-15375__minimax,minimax-m2.5,72,0.7199,1,1,31712,31,0.0048395999999999995
swebench__django__django-15375__minimax,minimax-m2.5,60,0.7223,1,1,31897,32,0.004853549999999999
swebench__django__django-15375__minimax,minimax-m2.5,103,0.7226,1,1,32092,33,0.00493225
swebench__django__django-15375__minimax,minimax-m2.5,274,0.0929,1,1,33358,34,0.0053188
swebench__django__django-15375__minimax,minimax-m2.5,105,0.099,1,1,33906,35,0.00520665
swebench__django__django-15375__minimax,minimax-m2.5,64,0.731,1,1,34129,36,0.00519295
swebench__django__django-15375__minimax,minimax-m2.5,55,0.067,1,1,34184,37,0.0051908499999999995
swebench__django__django-15375__minimax,minimax-m2.5,73,0.7346,1,1,34365,38,0.0052387
swebench__django__django-15375__minimax,minimax-m2.5,68,0.6955,1,1,35027,39,0.005332249999999999
swebench__django__django-15375__minimax,minimax-m2.5,334,0.7345,1,1,35539,40,0.00571495
swebench__django__django-15375__minimax,minimax-m2.5,44,0.7426,1,1,36403,41,0.005511049999999999
swebench__django__django-15375__minimax,minimax-m2.5,303,1.2542,1,1,36609,42,0.0058398
swebench__django__django-15375__minimax,minimax-m2.5,44,1.2516,1,1,38139,43,0.005771449999999999
swebench__django__django-15375__minimax,minimax-m2.5,302,1.7775,1,1,38348,44,0.0060995
swebench__django__django-15375__minimax,minimax-m2.5,110,0.7429,1,1,39095,45,0.0059907499999999995
swebench__django__django-15375__minimax,minimax-m2.5,83,0.7375,1,1,39336,46,0.0059958500000000005
swebench__django__django-15375__minimax,minimax-m2.5,54,0.7441,1,1,39650,47,0.0060095999999999995
swebench__django__django-15375__minimax,minimax-m2.5,84,4.2989,1,1,40071,48,0.006107249999999999
swebench__django__django-15375__minimax,minimax-m2.5,132,1.2496,1,1,40668,49,0.006252
swebench__django__django-15375__minimax,minimax-m2.5,81,0.0826,1,1,40723,50,0.0062016
swebench__django__django-15380__minimax,minimax-m2.5,159,0.0,1,1,9744,1,0.00164445
swebench__django__django-15380__minimax,minimax-m2.5,135,0.0421,1,1,9797,2,0.0016248
swebench__django__django-15380__minimax,minimax-m2.5,57,0.7043,1,1,10455,3,0.0016338
swebench__django__django-15380__minimax,minimax-m2.5,79,0.6856,1,1,11703,4,0.0018463
swebench__django__django-15380__minimax,minimax-m2.5,89,0.0484,1,1,12454,5,0.00197045
swebench__django__django-15380__minimax,minimax-m2.5,137,0.0563,1,1,13351,6,0.0021602
swebench__django__django-15380__minimax,minimax-m2.5,465,0.0454,1,1,14082,7,0.00264705
swebench__django__django-15380__minimax,minimax-m2.5,83,0.6882,1,1,15128,8,0.00236465
swebench__django__django-15380__minimax,minimax-m2.5,56,0.6905,1,1,15325,9,0.00236315
swebench__django__django-15380__minimax,minimax-m2.5,358,0.6946,1,1,15709,10,0.0027680499999999998
swebench__django__django-15380__minimax,minimax-m2.5,809,0.054,1,1,16909,11,0.0034666999999999996
swebench__django__django-15380__minimax,minimax-m2.5,108,0.0805,1,1,18095,12,0.00283845
swebench__django__django-15380__minimax,minimax-m2.5,81,0.7011,1,1,18327,13,0.0028422
swebench__django__django-15380__minimax,minimax-m2.5,68,0.0271,1,1,18382,14,0.0028355
swebench__django__django-15380__minimax,minimax-m2.5,78,0.7017,1,1,18563,15,0.00287415
swebench__django__django-15380__minimax,minimax-m2.5,69,1.0467,1,1,18753,16,0.0028923
swebench__django__django-15380__minimax,minimax-m2.5,85,0.7038,1,1,19323,17,0.0029962
swebench__django__django-15380__minimax,minimax-m2.5,87,0.6968,1,1,19938,18,0.0030907499999999997
swebench__django__django-15380__minimax,minimax-m2.5,85,0.1028,1,1,20431,19,0.0031624
swebench__django__django-15380__minimax,minimax-m2.5,82,0.7084,1,1,20671,20,0.00319495
swebench__django__django-15380__minimax,minimax-m2.5,123,0.0653,1,1,21443,21,0.0033579
swebench__django__django-15380__minimax,minimax-m2.5,88,0.7113,1,1,21696,22,0.0033556
swebench__django__django-15380__minimax,minimax-m2.5,58,0.7135,1,1,22089,23,0.00338005
swebench__django__django-15380__minimax,minimax-m2.5,77,4.7721,1,1,22576,24,0.00347495
swebench__django__django-15380__minimax,minimax-m2.5,227,0.7208,1,1,22847,25,0.0036881
swebench__django__django-15380__minimax,minimax-m2.5,145,0.7127,1,1,23274,26,0.00365785
swebench__django__django-15380__minimax,minimax-m2.5,105,0.0684,1,1,23796,27,0.00369015
swebench__django__django-15380__minimax,minimax-m2.5,747,0.0684,1,1,24456,28,0.00452745
swebench__django__django-15380__minimax,minimax-m2.5,56,0.0746,1,1,25400,29,0.0038744
swebench__django__django-15380__minimax,minimax-m2.5,318,0.7163,1,1,25585,30,0.00420345
swebench__django__django-15380__minimax,minimax-m2.5,55,0.095,1,1,26342,31,0.0040145499999999995
swebench__django__django-15380__minimax,minimax-m2.5,126,0.7192,1,1,26564,32,0.0041294999999999995
swebench__django__django-15380__minimax,minimax-m2.5,94,1.234,1,1,27970,33,0.0043035999999999994
swebench__django__django-15380__minimax,minimax-m2.5,80,0.7269,1,1,28400,34,0.004352
swebench__django__django-15380__minimax,minimax-m2.5,58,0.724,1,1,28626,35,0.0043606
swebench__django__django-15380__minimax,minimax-m2.5,65,0.7262,1,1,28965,36,0.0044195
swebench__django__django-15380__minimax,minimax-m2.5,80,0.0575,1,1,29019,37,0.00444485
swebench__django__django-15380__minimax,minimax-m2.5,56,0.7304,1,1,29589,38,0.00450275
swebench__django__django-15380__minimax,minimax-m2.5,77,0.7294,1,1,29812,39,0.0045603499999999995
swebench__django__django-15380__minimax,minimax-m2.5,70,0.0605,1,1,29867,40,0.00456055
swebench__django__django-15380__minimax,minimax-m2.5,57,10.2489,1,1,30107,41,0.0045816
swebench__django__django-15380__minimax,minimax-m2.5,72,0.7276,1,1,30269,42,0.0046231499999999995
swebench__django__django-15380__minimax,minimax-m2.5,764,0.7304,1,1,30672,43,0.0054794
swebench__django__django-15382__minimax,minimax-m2.5,112,0.0,1,1,11375,1,0.00183505
swebench__django__django-15382__minimax,minimax-m2.5,141,0.0495,1,1,11428,2,0.00187635
swebench__django__django-15382__minimax,minimax-m2.5,62,0.7166,1,1,12091,3,0.00188495
swebench__django__django-15382__minimax,minimax-m2.5,101,0.6847,1,1,13343,4,0.0021176000000000003
swebench__django__django-15382__minimax,minimax-m2.5,76,0.0857,1,1,18660,5,0.0028864
swebench__django__django-15382__minimax,minimax-m2.5,77,0.6886,1,1,18850,6,0.00291605
swebench__django__django-15382__minimax,minimax-m2.5,223,0.0471,1,1,19952,7,0.00324925
swebench__django__django-15382__minimax,minimax-m2.5,80,0.6898,1,1,20285,8,0.00313475
swebench__django__django-15382__minimax,minimax-m2.5,330,0.0487,1,1,21048,9,0.0035367
swebench__django__django-15382__minimax,minimax-m2.5,148,0.6959,1,1,21484,10,0.0033928
swebench__django__django-15382__minimax,minimax-m2.5,84,0.692,1,1,21786,11,0.0033645
swebench__django__django-15382__minimax,minimax-m2.5,84,0.0591,1,1,22193,12,0.00342555
swebench__django__django-15382__minimax,minimax-m2.5,81,0.0387,1,1,22244,13,0.00342975
swebench__django__django-15382__minimax,minimax-m2.5,457,0.0557,1,1,22745,14,0.0039372999999999995
swebench__django__django-15382__minimax,minimax-m2.5,45,0.7078,1,1,23708,15,0.00360795
swebench__django__django-15382__minimax,minimax-m2.5,274,1.2118,1,1,23916,16,0.0039024999999999997
swebench__django__django-15382__minimax,minimax-m2.5,42,0.7118,1,1,25397,17,0.0038578499999999995
swebench__django__django-15382__minimax,minimax-m2.5,273,1.2101,1,1,25603,18,0.0041544
swebench__django__django-15382__minimax,minimax-m2.5,398,0.7165,1,1,26296,19,0.0044021
swebench__django__django-15382__minimax,minimax-m2.5,286,0.1101,1,1,27143,20,0.00440035
swebench__django__django-15382__minimax,minimax-m2.5,467,0.717,1,1,27878,21,0.00471875
swebench__django__django-15382__minimax,minimax-m2.5,233,0.7231,1,1,29044,22,0.00462455
swebench__django__django-15382__minimax,minimax-m2.5,70,0.7251,1,1,29407,23,0.0044915499999999995
swebench__django__django-15382__minimax,minimax-m2.5,52,0.7242,1,1,29698,24,0.004514499999999999
swebench__django__django-15382__minimax,minimax-m2.5,74,4.2719,1,1,30118,25,0.0046028
swebench__django__django-15382__minimax,minimax-m2.5,80,1.2303,1,1,32084,26,0.0049046
swebench__django__django-15382__minimax,minimax-m2.5,108,0.7046,1,1,32712,27,0.005030999999999999
swebench__django__django-15382__minimax,minimax-m2.5,80,0.7215,1,1,32941,28,0.00503315
swebench__django__django-15382__minimax,minimax-m2.5,78,0.059,1,1,32992,29,0.0050385
swebench__django__django-15382__minimax,minimax-m2.5,459,0.0786,1,1,34093,30,0.0056418
swebench__django__django-15382__minimax,minimax-m2.5,77,0.1099,1,1,35144,31,0.005360149999999999
swebench__django__django-15382__minimax,minimax-m2.5,101,0.7314,1,1,35786,32,0.00548405
swebench__django__django-15382__minimax,minimax-m2.5,103,1.2371,1,1,36369,33,0.005573799999999999
swebench__django__django-15382__minimax,minimax-m2.5,422,1.9244,1,1,36951,34,0.00602795
swebench__django__django-15382__minimax,minimax-m2.5,783,0.7341,1,1,37889,35,0.006583799999999999
swebench__django__django-15467__minimax,minimax-m2.5,156,0.0,1,1,9567,1,0.00161445
swebench__django__django-15467__minimax,minimax-m2.5,54,0.7323,1,1,10229,2,0.00159645
swebench__django__django-15467__minimax,minimax-m2.5,75,0.6815,1,1,11473,3,0.0018072
swebench__django__django-15467__minimax,minimax-m2.5,141,0.6863,1,1,12008,4,0.00196335
swebench__django__django-15467__minimax,minimax-m2.5,88,0.6881,1,1,12277,5,0.00194275
swebench__django__django-15467__minimax,minimax-m2.5,314,0.0517,1,1,17406,6,0.002972
swebench__django__django-15467__minimax,minimax-m2.5,475,0.0485,1,1,18193,7,0.0032752
swebench__django__django-15467__minimax,minimax-m2.5,115,0.1024,1,1,19084,8,0.00299485
swebench__django__django-15467__minimax,minimax-m2.5,76,0.7003,1,1,19334,9,0.0029875
swebench__django__django-15467__minimax,minimax-m2.5,109,0.7013,1,1,19769,10,0.0030907
swebench__django__django-15467__minimax,minimax-m2.5,69,0.7051,1,1,19997,11,0.0030789
swebench__django__django-15467__minimax,minimax-m2.5,92,0.7014,1,1,20261,12,0.00314495
swebench__django__django-15467__minimax,minimax-m2.5,180,0.6908,1,1,20609,13,0.00329835
swebench__django__django-15467__minimax,minimax-m2.5,83,0.7042,1,1,20920,14,0.0032334499999999997
swebench__django__django-15467__minimax,minimax-m2.5,67,0.7446,1,1,21222,15,0.00326035
swebench__django__django-15467__minimax,minimax-m2.5,82,4.2622,1,1,21714,16,0.0033513999999999996
swebench__django__django-15467__minimax,minimax-m2.5,61,0.7108,1,1,22093,17,0.0033841
swebench__django__django-15467__minimax,minimax-m2.5,63,0.7061,1,1,22557,18,0.003456
swebench__django__django-15467__minimax,minimax-m2.5,77,0.7078,1,1,22738,19,0.00349925
swebench__django__django-15467__minimax,minimax-m2.5,64,0.709,1,1,23130,20,0.0035431
swebench__django__django-15467__minimax,minimax-m2.5,91,0.7096,1,1,23438,21,0.0036203499999999996
swebench__django__django-15467__minimax,minimax-m2.5,85,0.0521,1,1,23492,22,0.00362155
swebench__django__django-15467__minimax,minimax-m2.5,476,0.7154,1,1,23796,23,0.0041168
swebench__django__django-15467__minimax,minimax-m2.5,568,0.7317,1,1,24885,24,0.00438595
swebench__django__django-15467__minimax,minimax-m2.5,103,0.729,1,1,26190,25,0.00404695
swebench__django__django-15467__minimax,minimax-m2.5,99,0.7215,1,1,27054,26,0.004171950000000001
swebench__django__django-15467__minimax,minimax-m2.5,85,5.289,1,1,27505,27,0.0042235
swebench__django__django-15467__minimax,minimax-m2.5,92,4.274,1,1,27693,28,0.00425975
swebench__django__django-15467__minimax,minimax-m2.5,543,0.3059,1,1,28181,29,0.0048516
swebench__django__django-15499__minimax,minimax-m2.5,102,0.0,1,1,9397,1,0.00152685
swebench__django__django-15499__minimax,minimax-m2.5,60,0.0524,1,1,9450,2,0.0014865
swebench__django__django-15499__minimax,minimax-m2.5,108,0.7044,1,1,10016,3,0.0016266
swebench__django__django-15499__minimax,minimax-m2.5,129,0.6838,1,1,11331,4,0.0018479999999999998
swebench__django__django-15499__minimax,minimax-m2.5,91,0.6907,1,1,11700,5,0.0018596499999999998
swebench__django__django-15499__minimax,minimax-m2.5,64,0.6911,1,1,11975,6,0.00186985
swebench__django__django-15499__minimax,minimax-m2.5,77,0.0614,1,1,13103,7,0.0020540000000000003
swebench__django__django-15499__minimax,minimax-m2.5,72,0.0497,1,1,18280,8,0.0028248
swebench__django__django-15499__minimax,minimax-m2.5,76,0.6972,1,1,18476,9,0.0028588
swebench__django__django-15499__minimax,minimax-m2.5,580,0.0516,1,1,19080,10,0.003529
swebench__django__django-15499__minimax,minimax-m2.5,76,0.6939,1,1,19912,11,0.0030742
swebench__django__django-15499__minimax,minimax-m2.5,186,0.0719,1,1,20897,12,0.0033484499999999998
swebench__django__django-15499__minimax,minimax-m2.5,469,0.0592,1,1,21684,13,0.00379195
swebench__django__django-15499__minimax,minimax-m2.5,116,0.0763,1,1,22860,14,0.0035624
swebench__django__django-15499__minimax,minimax-m2.5,112,0.7031,1,1,23096,15,0.0035932
swebench__django__django-15499__minimax,minimax-m2.5,77,0.8423,1,1,23346,16,0.00359045
swebench__django__django-15499__minimax,minimax-m2.5,44,1.0513,1,1,23725,17,0.00360935
swebench__django__django-15499__minimax,minimax-m2.5,67,1.213,1,1,23932,18,0.0036668499999999997
swebench__django__django-15499__minimax,minimax-m2.5,51,0.7086,1,1,24216,19,0.00369105
swebench__django__django-15499__minimax,minimax-m2.5,71,4.7721,1,1,24647,20,0.0037787
swebench__django__django-15499__minimax,minimax-m2.5,427,1.099,1,1,26178,21,0.00441775
swebench__django__django-15499__minimax,minimax-m2.5,858,0.7155,1,1,27165,22,0.00506145
swebench__django__django-15499__minimax,minimax-m2.5,596,0.0542,1,1,27216,23,0.0047678
swebench__django__django-15499__minimax,minimax-m2.5,107,0.7255,1,1,28577,24,0.0044096000000000005
swebench__django__django-15499__minimax,minimax-m2.5,100,2.8399,1,1,29032,25,0.0044697999999999995
swebench__django__django-15499__minimax,minimax-m2.5,94,1.5253,1,1,29410,26,0.0045195999999999995
swebench__django__django-15499__minimax,minimax-m2.5,514,0.0755,1,1,30069,27,0.0051014499999999996
swebench__django__django-15503__minimax,minimax-m2.5,118,0.0,1,1,9974,1,0.0016318
swebench__django__django-15503__minimax,minimax-m2.5,59,0.0322,1,1,10027,2,0.0015718999999999998
swebench__django__django-15503__minimax,minimax-m2.5,60,0.7062,1,1,10259,3,0.00160785
swebench__django__django-15503__minimax,minimax-m2.5,134,0.6953,1,1,10865,4,0.00178385
swebench__django__django-15503__minimax,minimax-m2.5,89,0.6893,1,1,11278,5,0.00179405
swebench__django__django-15503__minimax,minimax-m2.5,292,0.0612,1,1,16535,6,0.0028160499999999996
swebench__django__django-15503__minimax,minimax-m2.5,605,0.6944,1,1,17261,7,0.0032848999999999995
swebench__django__django-15503__minimax,minimax-m2.5,859,0.6958,1,1,18690,8,0.0037913499999999998
swebench__django__django-15503__minimax,minimax-m2.5,46,0.6938,1,1,20096,9,0.0030673
swebench__django__django-15503__minimax,minimax-m2.5,203,1.2001,1,1,20304,10,0.00327905
swebench__django__django-15503__minimax,minimax-m2.5,43,0.6995,1,1,21361,11,0.0032535999999999997
swebench__django__django-15503__minimax,minimax-m2.5,200,1.2098,1,1,21569,12,0.00346535
swebench__django__django-15503__minimax,minimax-m2.5,44,0.7046,1,1,22854,13,0.0034787
swebench__django__django-15503__minimax,minimax-m2.5,200,1.2083,1,1,23064,14,0.0036896
swebench__django__django-15503__minimax,minimax-m2.5,303,0.7084,1,1,23602,15,0.00388875
swebench__django__django-15503__minimax,minimax-m2.5,682,4.3133,1,1,25174,16,0.0045604
swebench__django__django-15503__minimax,minimax-m2.5,133,0.0828,1,1,26373,17,0.0041088999999999995
swebench__django__django-15503__minimax,minimax-m2.5,411,0.0662,1,1,27278,18,0.00456435
swebench__django__django-15503__minimax,minimax-m2.5,246,0.0832,1,1,28075,19,0.00449415
swebench__django__django-15503__minimax,minimax-m2.5,111,0.721,1,1,28683,20,0.0044301
swebench__django__django-15503__minimax,minimax-m2.5,52,0.7124,1,1,29019,21,0.00441265
swebench__django__django-15503__minimax,minimax-m2.5,67,4.2676,1,1,29471,22,0.0044977
swebench__django__django-15503__minimax,minimax-m2.5,86,1.2259,1,1,31685,23,0.00485165
swebench__django__django-15503__minimax,minimax-m2.5,839,1.2191,1,1,35546,24,0.006296749999999999
swebench__django__django-15503__minimax,minimax-m2.5,802,0.7235,1,1,37093,25,0.00648625
swebench__django__django-15503__minimax,minimax-m2.5,727,0.0936,1,1,38474,26,0.006607149999999999
swebench__django__django-15503__minimax,minimax-m2.5,114,1.2352,1,1,40201,27,0.00616125
swebench__django__django-15503__minimax,minimax-m2.5,206,1.2368,1,1,41053,28,0.00639485
swebench__django__django-15503__minimax,minimax-m2.5,199,0.7286,1,1,41925,29,0.0065176
swebench__django__django-15503__minimax,minimax-m2.5,123,0.7224,1,1,42821,30,0.0065646
swebench__django__django-15503__minimax,minimax-m2.5,268,1.7534,1,1,43480,31,0.0068302
swebench__django__django-15503__minimax,minimax-m2.5,325,0.7289,1,1,44257,32,0.0070123
swebench__django__django-15503__minimax,minimax-m2.5,896,302.0587,1,1,45069,33,0.00779075
swebench__django__django-15503__minimax,minimax-m2.5,516,0.7439,1,1,46633,34,0.00758835
swebench__django__django-15503__minimax,minimax-m2.5,760,0.7345,1,1,47523,35,0.00800245
swebench__django__django-15503__minimax,minimax-m2.5,1475,0.0887,1,1,48707,36,0.0090023
swebench__django__django-15503__minimax,minimax-m2.5,86,0.0899,1,1,50786,37,0.007716799999999999
swebench__django__django-15503__minimax,minimax-m2.5,1130,1.6455,1,1,51312,38,0.008996299999999999
swebench__django__django-15503__minimax,minimax-m2.5,799,0.0815,1,1,51362,39,0.00862315
swebench__django__django-15503__minimax,minimax-m2.5,849,0.7375,1,1,52697,40,0.0088809
swebench__django__django-15503__minimax,minimax-m2.5,86,0.0943,1,1,54249,41,0.00823625
swebench__django__django-15503__minimax,minimax-m2.5,1011,1.2513,1,1,54768,42,0.009377849999999998
swebench__django__django-15503__minimax,minimax-m2.5,860,0.0807,1,1,54822,43,0.0092123
swebench__django__django-15503__minimax,minimax-m2.5,1261,0.7446,1,1,56420,44,0.00991315
swebench__django__django-15503__minimax,minimax-m2.5,86,0.0882,1,1,58248,45,0.0088361
swebench__django__django-15503__minimax,minimax-m2.5,502,1.2517,1,1,58774,46,0.0093934
swebench__django__django-15503__minimax,minimax-m2.5,643,0.7178,1,1,59950,47,0.00973195
swebench__django__django-15503__minimax,minimax-m2.5,83,0.7583,1,1,61066,48,0.00925535
swebench__django__django-15503__minimax,minimax-m2.5,66,0.7485,1,1,61288,49,0.0092691
swebench__django__django-15503__minimax,minimax-m2.5,1273,0.7464,1,1,61724,50,0.010722549999999999
swebench__django__django-15525__minimax,minimax-m2.5,143,0.0,1,1,12225,1,0.0019982
swebench__django__django-15525__minimax,minimax-m2.5,112,0.0343,1,1,12278,2,0.0019705
swebench__django__django-15525__minimax,minimax-m2.5,134,0.7081,1,1,12903,3,0.00208955
swebench__django__django-15525__minimax,minimax-m2.5,78,0.6863,1,1,14238,4,0.0022253999999999998
swebench__django__django-15525__minimax,minimax-m2.5,68,0.0509,1,1,14650,5,0.0022757
swebench__django__django-15525__minimax,minimax-m2.5,828,0.0633,1,1,18618,6,0.0037449
swebench__django__django-15525__minimax,minimax-m2.5,299,0.0431,1,1,19613,7,0.0032858
swebench__django__django-15525__minimax,minimax-m2.5,207,0.0518,1,1,20220,8,0.0032710499999999997
swebench__django__django-15525__minimax,minimax-m2.5,96,0.0383,1,1,20507,9,0.00318645
swebench__django__django-15525__minimax,minimax-m2.5,55,0.6939,1,1,20725,10,0.003172
swebench__django__django-15525__minimax,minimax-m2.5,68,0.6986,1,1,21078,11,0.0032399
swebench__django__django-15525__minimax,minimax-m2.5,66,0.0736,1,1,24060,12,0.0036848999999999996
swebench__django__django-15525__minimax,minimax-m2.5,61,0.7004,1,1,24334,13,0.00372025
swebench__django__django-15525__minimax,minimax-m2.5,115,0.0657,1,1,25122,14,0.00390055
swebench__django__django-15525__minimax,minimax-m2.5,74,0.7026,1,1,25394,15,0.0038941999999999996
swebench__django__django-15525__minimax,minimax-m2.5,81,0.7073,1,1,25671,16,0.0039438
swebench__django__django-15525__minimax,minimax-m2.5,71,0.0483,1,1,25725,17,0.0039404
swebench__django__django-15525__minimax,minimax-m2.5,87,0.6942,1,1,25903,18,0.0039855
swebench__django__django-15525__minimax,minimax-m2.5,83,0.0525,1,1,25958,19,0.00398915
swebench__django__django-15525__minimax,minimax-m2.5,70,0.7139,1,1,26150,20,0.004003
swebench__django__django-15525__minimax,minimax-m2.5,71,0.7114,1,1,27246,21,0.00416855
swebench__django__django-15525__minimax,minimax-m2.5,68,0.7124,1,1,27478,22,0.0041998999999999995
swebench__django__django-15525__minimax,minimax-m2.5,83,0.7125,1,1,27770,23,0.00426095
swebench__django__django-15525__minimax,minimax-m2.5,97,0.7165,1,1,28852,24,0.00443935
swebench__django__django-15525__minimax,minimax-m2.5,68,0.7229,1,1,29056,25,0.0044366
swebench__django__django-15525__minimax,minimax-m2.5,70,0.7221,1,1,29269,26,0.004470849999999999
swebench__django__django-15525__minimax,minimax-m2.5,68,0.705,1,1,29443,27,0.004494649999999999
swebench__django__django-15525__minimax,minimax-m2.5,69,0.7257,1,1,29992,28,0.00457815
swebench__django__django-15525__minimax,minimax-m2.5,85,0.7245,1,1,30251,29,0.0046354
swebench__django__django-15525__minimax,minimax-m2.5,91,0.7231,1,1,30440,30,0.00467065
swebench__django__django-15525__minimax,minimax-m2.5,71,0.7061,1,1,30637,31,0.004677199999999999
swebench__django__django-15525__minimax,minimax-m2.5,81,0.7296,1,1,30815,32,0.0047154
swebench__django__django-15525__minimax,minimax-m2.5,72,0.7365,1,1,31025,33,0.00473655
swebench__django__django-15525__minimax,minimax-m2.5,45,0.7339,1,1,31304,34,0.004747349999999999
swebench__django__django-15525__minimax,minimax-m2.5,123,1.2368,1,1,31511,35,0.0048681
swebench__django__django-15525__minimax,minimax-m2.5,52,0.7306,1,1,31860,36,0.004838799999999999
swebench__django__django-15525__minimax,minimax-m2.5,89,4.7996,1,1,32290,37,0.00494585
swebench__django__django-15525__minimax,minimax-m2.5,77,0.733,1,1,33036,38,0.005043949999999999
swebench__django__django-15525__minimax,minimax-m2.5,220,1.2355,1,1,34035,39,0.005358249999999999
swebench__django__django-15525__minimax,minimax-m2.5,454,0.093,1,1,35005,40,0.0057728499999999995
swebench__django__django-15525__minimax,minimax-m2.5,132,0.1483,1,1,36038,41,0.005557499999999999
swebench__django__django-15525__minimax,minimax-m2.5,76,0.7407,1,1,36280,42,0.005529399999999999
swebench__django__django-15525__minimax,minimax-m2.5,143,0.7363,1,1,37234,43,0.00574955
swebench__django__django-15525__minimax,minimax-m2.5,667,0.081,1,1,40297,44,0.0068116
swebench__django__django-15525__minimax,minimax-m2.5,88,0.1112,1,1,41914,45,0.0063882999999999995
swebench__django__django-15525__minimax,minimax-m2.5,85,0.7437,1,1,42726,46,0.006506649999999999
swebench__django__django-15525__minimax,minimax-m2.5,492,0.7473,1,1,43019,47,0.0070186499999999995
swebench__django__django-15525__minimax,minimax-m2.5,991,0.1213,1,1,44031,48,0.0077443
swebench__django__django-15525__minimax,minimax-m2.5,84,0.1054,1,1,46073,49,0.0070075499999999995
swebench__django__django-15525__minimax,minimax-m2.5,110,1.2696,1,1,48549,50,0.00740885
swebench__django__django-15554__minimax,minimax-m2.5,120,0.0,1,1,11477,1,0.0018595499999999997
swebench__django__django-15554__minimax,minimax-m2.5,62,0.72,1,1,12121,2,0.00188945
swebench__django__django-15554__minimax,minimax-m2.5,93,0.6834,1,1,13378,3,0.00211365
swebench__django__django-15554__minimax,minimax-m2.5,48,1.3192,1,1,13598,4,0.0020949
swebench__django__django-15554__minimax,minimax-m2.5,59,0.0229,1,1,13651,5,0.0021154999999999998
swebench__django__django-15554__minimax,minimax-m2.5,72,0.0493,1,1,13932,6,0.0021726
swebench__django__django-15554__minimax,minimax-m2.5,73,0.6814,1,1,19003,7,0.0029344
swebench__django__django-15554__minimax,minimax-m2.5,157,0.6934,1,1,19199,8,0.0030603999999999996
swebench__django__django-15554__minimax,minimax-m2.5,70,0.7005,1,1,19494,9,0.0030045999999999996
swebench__django__django-15554__minimax,minimax-m2.5,76,0.6987,1,1,19682,10,0.0030396999999999998
swebench__django__django-15554__minimax,minimax-m2.5,132,0.8361,1,1,20328,11,0.003201
swebench__django__django-15554__minimax,minimax-m2.5,93,0.0419,1,1,20383,12,0.0031644
swebench__django__django-15554__minimax,minimax-m2.5,85,0.7136,1,1,21383,13,0.0033052
swebench__django__django-15554__minimax,minimax-m2.5,102,0.4724,1,1,22297,14,0.00346185
swebench__django__django-15554__minimax,minimax-m2.5,78,0.7065,1,1,22541,15,0.0034708499999999997
swebench__django__django-15554__minimax,minimax-m2.5,85,0.6765,1,1,23365,16,0.0036025000000000002
swebench__django__django-15554__minimax,minimax-m2.5,74,0.0451,1,1,23415,17,0.0035973499999999996
swebench__django__django-15554__minimax,minimax-m2.5,94,0.0484,1,1,23467,18,0.0036281499999999997
swebench__django__django-15554__minimax,minimax-m2.5,80,0.0521,1,1,23522,19,0.0036203
swebench__django__django-15554__minimax,minimax-m2.5,92,0.0475,1,1,23573,20,0.00364175
swebench__django__django-15554__minimax,minimax-m2.5,115,0.0471,1,1,23629,21,0.0036766
swebench__django__django-15554__minimax,minimax-m2.5,79,0.71,1,1,23866,22,0.00367075
swebench__django__django-15554__minimax,minimax-m2.5,77,0.0786,1,1,24755,23,0.0038018
swebench__django__django-15554__minimax,minimax-m2.5,78,0.0511,1,1,24809,24,0.00381105
swebench__django__django-15554__minimax,minimax-m2.5,72,0.4091,1,1,25660,25,0.0039318
swebench__django__django-15554__minimax,minimax-m2.5,85,0.7102,1,1,25853,26,0.0039756999999999995
