session_id,model,output_length,pre_gap,is_system_prompt_present,input_tokens,turn_number,has_error,turn_cost
swebench__django__django-13933__minimax,minimax-m2.5,463,0.0672,1,30715,22,0,0.0051397
swebench__django__django-13933__minimax,minimax-m2.5,846,0.0734,1,31502,23,0,0.0056982
swebench__django__django-13933__minimax,minimax-m2.5,439,0.0838,1,32740,24,0,0.00541585
swebench__django__django-13933__minimax,minimax-m2.5,502,0.7193,1,33502,25,0,0.005602599999999999
swebench__django__django-13933__minimax,minimax-m2.5,775,0.2757,1,34323,26,0,0.006039699999999999
swebench__django__django-13933__minimax,minimax-m2.5,540,0.0797,1,35474,27,0,0.0059421
swebench__django__django-13933__minimax,minimax-m2.5,411,0.0779,1,36351,28,0,0.0059253
swebench__django__django-13933__minimax,minimax-m2.5,713,3.16,1,37063,29,0,0.0063793999999999995
swebench__django__django-13933__minimax,minimax-m2.5,244,0.0706,1,37902,30,0,0.0059659
swebench__django__django-13933__minimax,minimax-m2.5,116,0.7097,1,38590,31,0,0.005921899999999999
swebench__django__django-13933__minimax,minimax-m2.5,74,1.3363,1,38840,32,0,0.0059111
swebench__django__django-13933__minimax,minimax-m2.5,78,1.2218,1,40222,33,0,0.006123
swebench__django__django-13933__minimax,minimax-m2.5,248,1.2372,1,41169,34,1,0.00646055
swebench__django__django-13933__minimax,minimax-m2.5,235,1.2433,1,42350,35,1,0.006622749999999999
swebench__django__django-13933__minimax,minimax-m2.5,106,0.7386,1,42797,36,0,0.006541450000000001
swebench__django__django-13933__minimax,minimax-m2.5,312,0.0886,1,43316,37,0,0.0068562
swebench__django__django-13933__minimax,minimax-m2.5,267,0.0924,1,44028,38,0,0.006911249999999999
swebench__django__django-13933__minimax,minimax-m2.5,552,0.0953,1,44676,39,0,0.007336199999999999
swebench__django__django-13933__minimax,minimax-m2.5,87,0.1021,1,45642,40,1,0.0069463500000000004
swebench__django__django-13933__minimax,minimax-m2.5,90,0.0807,1,45693,41,0,0.00695745
swebench__django__django-13933__minimax,minimax-m2.5,447,0.0713,1,46135,42,0,0.0074343000000000005
swebench__django__django-13933__minimax,minimax-m2.5,86,0.109,1,46962,43,0,0.007143199999999999
swebench__django__django-13933__minimax,minimax-m2.5,379,1.2575,1,47573,44,1,0.007571799999999999
swebench__django__django-13933__minimax,minimax-m2.5,461,0.0972,1,48327,45,0,0.0077792
swebench__django__django-13933__minimax,minimax-m2.5,233,0.0931,1,49123,46,0,0.0076364
swebench__django__django-13933__minimax,minimax-m2.5,519,0.7509,1,49654,47,0,0.008044949999999999
swebench__django__django-13933__minimax,minimax-m2.5,863,0.0755,1,50514,48,0,0.00856955
swebench__django__django-13933__minimax,minimax-m2.5,852,0.7293,1,51906,49,1,0.0087657
swebench__django__django-13933__minimax,minimax-m2.5,83,0.1509,1,53331,50,0,0.008095100000000001
swebench__django__django-13964__claude,claude-sonnet-4-6,115,0.0,1,5785,1,0,0.019080000000000003
swebench__django__django-13964__claude,claude-sonnet-4-6,128,0.0713,1,6661,2,0,0.021903
swebench__django__django-13964__claude,claude-sonnet-4-6,108,0.0639,1,7356,3,0,0.023687999999999997
swebench__django__django-13964__claude,claude-sonnet-4-6,99,0.6966,1,7551,4,0,0.024138
swebench__django__django-13964__claude,claude-sonnet-4-6,97,0.689,1,7724,5,0,0.024627
swebench__django__django-13964__claude,claude-sonnet-4-6,106,0.8947,1,7895,6,0,0.025275
swebench__django__django-13964__claude,claude-sonnet-4-6,128,0.6987,1,8164,7,0,0.026411999999999998
swebench__django__django-13964__claude,claude-sonnet-4-6,730,0.0595,1,9018,8,0,0.038004
swebench__django__django-13964__claude,claude-sonnet-4-6,115,0.0459,1,9755,9,0,0.03099
swebench__django__django-13964__claude,claude-sonnet-4-6,133,0.6981,1,10399,10,0,0.033192
swebench__django__django-13964__claude,claude-sonnet-4-6,1014,0.1078,1,11575,11,0,0.049935
swebench__django__django-13964__claude,claude-sonnet-4-6,105,0.0487,1,12556,12,0,0.039243
swebench__django__django-13964__claude,claude-sonnet-4-6,101,0.8588,1,12818,13,0,0.039969000000000005
swebench__django__django-13964__claude,claude-sonnet-4-6,106,1.9439,1,13005,14,0,0.040604999999999995
swebench__django__django-13964__claude,claude-sonnet-4-6,130,0.9598,1,13217,15,0,0.041601
swebench__django__django-13964__claude,claude-sonnet-4-6,945,0.0484,1,13591,16,0,0.054948000000000004
swebench__django__django-13964__claude,claude-sonnet-4-6,155,0.0629,1,14508,17,0,0.045849
swebench__django__django-13964__minimax,minimax-m2.5,201,0.0,1,11528,1,1,0.00196035
swebench__django__django-13964__minimax,minimax-m2.5,57,0.7212,1,12027,2,0,0.0018695999999999997
swebench__django__django-13964__minimax,minimax-m2.5,125,0.6781,1,13240,3,0,0.0021297499999999997
swebench__django__django-13964__minimax,minimax-m2.5,74,0.6812,1,13481,4,0,0.0021072499999999997
swebench__django__django-13964__minimax,minimax-m2.5,81,0.6861,1,13679,5,0,0.002145
swebench__django__django-13964__minimax,minimax-m2.5,79,0.6901,1,14260,6,0,0.00222985
swebench__django__django-13964__minimax,minimax-m2.5,269,0.0971,1,15053,7,0,0.0025673
swebench__django__django-13964__minimax,minimax-m2.5,68,1.2519,1,15517,8,0,0.00240575
swebench__django__django-13964__minimax,minimax-m2.5,63,0.0157,1,15572,9,0,0.00240825
swebench__django__django-13964__minimax,minimax-m2.5,1128,0.6732,1,15746,10,0,0.0036590999999999998
swebench__django__django-13964__minimax,minimax-m2.5,46,0.7045,1,17901,11,1,0.0027380499999999997
swebench__django__django-13964__minimax,minimax-m2.5,56,1.2087,1,18110,12,0,0.0027809
swebench__django__django-13964__minimax,minimax-m2.5,43,0.6959,1,18825,13,1,0.0028732000000000002
swebench__django__django-13964__minimax,minimax-m2.5,52,1.2079,1,19033,14,0,0.0029147500000000002
swebench__django__django-13964__minimax,minimax-m2.5,44,0.7027,1,19979,15,1,0.00304745
swebench__django__django-13964__minimax,minimax-m2.5,52,1.2071,1,20189,16,0,0.0030881499999999996
swebench__django__django-13964__minimax,minimax-m2.5,204,0.7037,1,21161,17,1,0.00340875
swebench__django__django-13964__minimax,minimax-m2.5,276,0.0665,1,21725,18,0,0.0035761499999999997
swebench__django__django-13964__minimax,minimax-m2.5,69,0.0874,1,22360,19,0,0.0034333500000000004
swebench__django__django-13964__minimax,minimax-m2.5,126,0.704,1,22642,20,0,0.0035411999999999996
swebench__django__django-13964__minimax,minimax-m2.5,74,0.7097,1,23040,21,0,0.0035411
swebench__django__django-13964__minimax,minimax-m2.5,68,0.0521,1,23094,22,0,0.0035423
swebench__django__django-13964__minimax,minimax-m2.5,55,0.7093,1,23368,23,0,0.00356845
swebench__django__django-13964__minimax,minimax-m2.5,52,0.0539,1,23423,24,0,0.00357325
swebench__django__django-13964__minimax,minimax-m2.5,66,0.7235,1,24705,25,0,0.0037816499999999997
swebench__django__django-13964__minimax,minimax-m2.5,89,0.7184,1,24898,26,0,0.00383705
swebench__django__django-13964__minimax,minimax-m2.5,90,0.7228,1,25663,27,0,0.003952949999999999
swebench__django__django-13964__minimax,minimax-m2.5,96,0.0649,1,25717,28,0,0.00396795
swebench__django__django-13964__minimax,minimax-m2.5,70,0.7255,1,26133,29,1,0.00400045
swebench__django__django-13964__minimax,minimax-m2.5,86,0.7176,1,26423,30,1,0.004062349999999999
swebench__django__django-13964__minimax,minimax-m2.5,97,1.2338,1,27774,31,1,0.00427765
swebench__django__django-13964__minimax,minimax-m2.5,111,1.2339,1,29082,32,0,0.0044899499999999995
swebench__django__django-13964__minimax,minimax-m2.5,126,1.2353,1,29931,33,0,0.0046345499999999994
swebench__django__django-13964__minimax,minimax-m2.5,122,1.236,1,30729,34,0,0.00474965
swebench__django__django-13964__minimax,minimax-m2.5,110,1.2264,1,31341,35,1,0.00482765
swebench__django__django-13964__minimax,minimax-m2.5,101,0.7147,1,31751,36,0,0.0048788
swebench__django__django-13964__minimax,minimax-m2.5,56,1.736,1,32728,37,0,0.0049736
swebench__django__django-13964__minimax,minimax-m2.5,110,0.7106,1,33368,38,0,0.0051317
swebench__django__django-13964__minimax,minimax-m2.5,188,0.734,1,33963,39,0,0.005310649999999999
swebench__django__django-13964__minimax,minimax-m2.5,262,1.2156,1,35311,40,1,0.00559795
swebench__django__django-13964__minimax,minimax-m2.5,67,0.7057,1,36178,41,0,0.005503750000000001
swebench__django__django-13964__minimax,minimax-m2.5,81,0.7,1,36536,42,0,0.00557355
swebench__django__django-13964__minimax,minimax-m2.5,80,0.0383,1,36590,43,0,0.0055804999999999995
swebench__django__django-13964__minimax,minimax-m2.5,72,0.0733,1,36646,44,0,0.0055797
swebench__django__django-13964__minimax,minimax-m2.5,147,0.735,1,37222,45,0,0.005752349999999999
swebench__django__django-13964__minimax,minimax-m2.5,95,0.738,1,37504,46,0,0.0057348500000000005
swebench__django__django-13964__minimax,minimax-m2.5,128,1.2471,1,38444,47,0,0.0059137999999999994
swebench__django__django-13964__minimax,minimax-m2.5,119,1.245,1,39533,48,0,0.0060668
swebench__django__django-13964__minimax,minimax-m2.5,117,0.0393,1,39588,49,0,0.006072749999999999
swebench__django__django-13964__minimax,minimax-m2.5,81,1.2495,1,40459,50,0,0.006162
swebench__django__django-14007__claude,claude-sonnet-4-6,237,0.0,1,3903,1,0,0.015264
swebench__django__django-14007__claude,claude-sonnet-4-6,179,0.0515,1,4164,2,0,0.015177
swebench__django__django-14007__claude,claude-sonnet-4-6,179,0.7256,1,6724,3,0,0.022857
swebench__django__django-14007__claude,claude-sonnet-4-6,243,1.3574,1,7297,4,0,0.025536
swebench__django__django-14007__claude,claude-sonnet-4-6,225,0.0491,1,9256,5,0,0.031143
swebench__django__django-14007__claude,claude-sonnet-4-6,128,0.9865,1,10463,6,0,0.033309
swebench__django__django-14007__claude,claude-sonnet-4-6,342,0.0637,1,12137,7,0,0.041541
swebench__django__django-14007__claude,claude-sonnet-4-6,113,0.051,1,12498,8,0,0.039189
swebench__django__django-14007__claude,claude-sonnet-4-6,132,0.7095,1,12737,9,0,0.040191000000000004
swebench__django__django-14007__claude,claude-sonnet-4-6,132,0.0594,1,13544,10,0,0.042612000000000004
swebench__django__django-14007__claude,claude-sonnet-4-6,135,0.0646,1,14363,11,0,0.045114
swebench__django__django-14007__claude,claude-sonnet-4-6,130,0.7139,1,14629,12,0,0.045836999999999996
swebench__django__django-14007__claude,claude-sonnet-4-6,104,0.0663,1,15033,13,0,0.046659
swebench__django__django-14007__claude,claude-sonnet-4-6,107,0.7135,1,15280,14,0,0.047445
swebench__django__django-14007__claude,claude-sonnet-4-6,128,0.7134,1,15551,15,0,0.048573
swebench__django__django-14007__claude,claude-sonnet-4-6,1287,0.1146,1,15973,16,0,0.067224
swebench__django__django-14007__claude,claude-sonnet-4-6,102,0.0596,1,17285,17,0,0.053384999999999995
swebench__django__django-14007__claude,claude-sonnet-4-6,130,0.8732,1,17474,18,0,0.054372
swebench__django__django-14007__claude,claude-sonnet-4-6,107,0.0722,1,17884,19,0,0.05525700000000001
swebench__django__django-14007__claude,claude-sonnet-4-6,131,0.7283,1,18290,20,0,0.056835000000000004
swebench__django__django-14007__claude,claude-sonnet-4-6,229,0.0916,1,19124,21,0,0.06080699999999999
swebench__django__django-14007__claude,claude-sonnet-4-6,211,0.0731,1,19405,22,0,0.06138
swebench__django__django-14007__minimax,minimax-m2.5,95,0.0,1,9646,1,1,0.0015561499999999999
swebench__django__django-14007__minimax,minimax-m2.5,106,0.042,1,9699,2,0,0.00157675
swebench__django__django-14007__minimax,minimax-m2.5,57,0.7023,1,10096,3,0,0.00157995
swebench__django__django-14007__minimax,minimax-m2.5,84,0.6838,1,11309,4,0,0.00179295
swebench__django__django-14007__minimax,minimax-m2.5,62,0.6834,1,11644,5,0,0.0018179
swebench__django__django-14007__minimax,minimax-m2.5,106,0.6879,1,12142,6,0,0.0019432
swebench__django__django-14007__minimax,minimax-m2.5,93,1.1382,1,12957,7,0,0.0020505
swebench__django__django-14007__minimax,minimax-m2.5,85,0.6901,1,13279,8,0,0.0020896
swebench__django__django-14007__minimax,minimax-m2.5,116,0.0614,1,13756,9,0,0.0021968
swebench__django__django-14007__minimax,minimax-m2.5,80,0.7741,1,14090,10,0,0.0022055
swebench__django__django-14007__minimax,minimax-m2.5,142,0.0635,1,14751,11,0,0.00237595
swebench__django__django-14007__minimax,minimax-m2.5,69,0.704,1,15017,12,0,0.0023319
swebench__django__django-14007__minimax,minimax-m2.5,83,0.7011,1,15268,13,0,0.00238565
swebench__django__django-14007__minimax,minimax-m2.5,147,0.0916,1,15620,14,0,0.00251205
swebench__django__django-14007__minimax,minimax-m2.5,96,0.7119,1,16465,15,0,0.0025801500000000002
swebench__django__django-14007__minimax,minimax-m2.5,131,0.0581,1,17090,16,0,0.0027141500000000002
swebench__django__django-14007__minimax,minimax-m2.5,84,0.7048,1,17503,17,0,0.00272205
swebench__django__django-14007__minimax,minimax-m2.5,240,0.0633,1,18455,18,0,0.00304425
swebench__django__django-14007__minimax,minimax-m2.5,326,0.7093,1,18874,19,0,0.0032059999999999996
swebench__django__django-14007__minimax,minimax-m2.5,151,0.0675,1,19547,20,0,0.0031057
swebench__django__django-14007__minimax,minimax-m2.5,326,0.0651,1,20385,21,0,0.00343265
swebench__django__django-14007__minimax,minimax-m2.5,98,0.0571,1,20828,22,0,0.0032368999999999996
swebench__django__django-14007__minimax,minimax-m2.5,81,0.0689,1,21399,23,0,0.0033030000000000004
swebench__django__django-14007__minimax,minimax-m2.5,94,0.0527,1,21453,24,0,0.0033260499999999997
swebench__django__django-14007__minimax,minimax-m2.5,79,0.0733,1,22381,25,0,0.003448
swebench__django__django-14007__minimax,minimax-m2.5,94,0.6767,1,22846,26,0,0.003535
swebench__django__django-14007__minimax,minimax-m2.5,97,0.0358,1,23276,27,0,0.00360295
swebench__django__django-14007__minimax,minimax-m2.5,377,0.0623,1,24164,28,0,0.00405815
swebench__django__django-14007__minimax,minimax-m2.5,209,0.0601,1,24651,29,0,0.003938
swebench__django__django-14007__minimax,minimax-m2.5,173,0.7202,1,24998,30,0,0.00394865
swebench__django__django-14007__minimax,minimax-m2.5,235,0.1171,1,25454,31,0,0.00408835
swebench__django__django-14007__minimax,minimax-m2.5,334,0.0835,1,26128,32,0,0.0043032999999999995
swebench__django__django-14007__minimax,minimax-m2.5,473,0.0946,1,26844,33,0,0.00457055
swebench__django__django-14007__minimax,minimax-m2.5,191,0.1064,1,27779,34,0,0.0043865
swebench__django__django-14007__minimax,minimax-m2.5,101,0.072,1,28056,35,0,0.00432455
swebench__django__django-14007__minimax,minimax-m2.5,254,0.0839,1,28735,36,0,0.00460235
swebench__django__django-14007__minimax,minimax-m2.5,191,0.1126,1,29398,37,0,0.00462935
swebench__django__django-14007__minimax,minimax-m2.5,199,0.0989,1,29970,38,0,0.0047243499999999996
swebench__django__django-14007__minimax,minimax-m2.5,978,0.0774,1,30255,39,0,0.00566295
swebench__django__django-14007__minimax,minimax-m2.5,56,0.0883,1,31302,40,0,0.0047597
swebench__django__django-14007__minimax,minimax-m2.5,63,0.736,1,31512,41,1,0.00479925
swebench__django__django-14007__minimax,minimax-m2.5,52,5.2943,1,32021,42,0,0.0048629499999999996
swebench__django__django-14007__minimax,minimax-m2.5,75,0.7379,1,32229,43,1,0.004920600000000001
swebench__django__django-14007__minimax,minimax-m2.5,60,0.7356,1,32469,44,1,0.0049393499999999995
swebench__django__django-14007__minimax,minimax-m2.5,69,0.7393,1,32639,45,0,0.0049752
swebench__django__django-14007__minimax,minimax-m2.5,75,0.7414,1,33866,46,0,0.00516615
swebench__django__django-14007__minimax,minimax-m2.5,75,0.75,1,34114,47,0,0.00520335
swebench__django__django-14007__minimax,minimax-m2.5,61,0.9022,1,34287,48,0,0.005213199999999999
swebench__django__django-14007__minimax,minimax-m2.5,101,0.7385,1,34773,49,0,0.005332099999999999
swebench__django__django-14007__minimax,minimax-m2.5,57,0.7471,1,36101,50,0,0.0054807
swebench__django__django-14011__claude,claude-sonnet-4-6,113,0.0,1,6735,1,1,0.0219
swebench__django__django-14011__claude,claude-sonnet-4-6,218,0.1612,1,10046,2,0,0.033408
swebench__django__django-14011__claude,claude-sonnet-4-6,130,0.0946,1,13473,3,0,0.042369000000000004
swebench__django__django-14011__claude,claude-sonnet-4-6,130,0.0282,1,14519,4,0,0.045507
swebench__django__django-14011__claude,claude-sonnet-4-6,945,0.5032,1,15601,5,0,0.060978
swebench__django__django-14011__claude,claude-sonnet-4-6,98,0.0485,1,16594,6,0,0.051252000000000006
swebench__django__django-14011__claude,claude-sonnet-4-6,193,0.0681,1,16943,7,0,0.053724
swebench__django__django-14011__claude,claude-sonnet-4-6,105,0.148,1,20924,8,0,0.06434700000000002
swebench__django__django-14011__claude,claude-sonnet-4-6,1334,0.0749,1,22320,9,0,0.08696999999999999
swebench__django__django-14011__claude,claude-sonnet-4-6,118,0.0604,1,23644,10,0,0.07270199999999999
swebench__django__django-14011__claude,claude-sonnet-4-6,97,0.7098,1,23854,11,0,0.073017
swebench__django__django-14011__claude,claude-sonnet-4-6,279,1.0002,1,24121,12,0,0.07654799999999999
swebench__django__django-14011__claude,claude-sonnet-4-6,358,0.063,1,24428,13,0,0.07865399999999999
swebench__django__django-14011__claude,claude-sonnet-4-6,125,0.7199,1,24992,14,0,0.076851
swebench__django__django-14011__claude,claude-sonnet-4-6,129,0.066,1,25165,15,0,0.07743000000000001
swebench__django__django-14011__claude,claude-sonnet-4-6,227,0.0776,1,25714,16,0,0.08054700000000001
swebench__django__django-14011__claude,claude-sonnet-4-6,137,0.0698,1,25990,17,0,0.080025
swebench__django__django-14011__claude,claude-sonnet-4-6,178,0.094,1,28950,18,0,0.08952
swebench__django__django-14011__claude,claude-sonnet-4-6,176,0.0801,1,29166,19,0,0.09013800000000001
swebench__django__django-14011__minimax,minimax-m2.5,129,0.0,1,12478,1,1,0.00202005
swebench__django__django-14011__minimax,minimax-m2.5,134,0.0475,1,12531,2,0,0.00203375
swebench__django__django-14011__minimax,minimax-m2.5,80,0.7265,1,12972,3,0,0.0020377999999999998
swebench__django__django-14011__minimax,minimax-m2.5,139,0.6857,1,14210,4,0,0.00229135
swebench__django__django-14011__minimax,minimax-m2.5,68,0.0523,1,14529,5,0,0.00225755
swebench__django__django-14011__minimax,minimax-m2.5,169,0.048,1,17158,6,0,0.0027680499999999998
swebench__django__django-14011__minimax,minimax-m2.5,79,0.6909,1,17507,7,0,0.0027169
swebench__django__django-14011__minimax,minimax-m2.5,292,0.0503,1,18505,8,0,0.00311155
swebench__django__django-14011__minimax,minimax-m2.5,231,0.7005,1,18936,9,0,0.0031060500000000004
swebench__django__django-14011__minimax,minimax-m2.5,249,0.6884,1,19681,10,0,0.0032385
swebench__django__django-14011__minimax,minimax-m2.5,92,1.2112,1,20127,11,0,0.0031248499999999998
swebench__django__django-14011__minimax,minimax-m2.5,91,0.6991,1,20363,12,0,0.0031590999999999998
swebench__django__django-14011__minimax,minimax-m2.5,72,0.0411,1,20418,13,0,0.0031455
swebench__django__django-14011__minimax,minimax-m2.5,199,0.6956,1,20606,14,0,0.00331975
swebench__django__django-14011__minimax,minimax-m2.5,81,0.7008,1,21063,15,0,0.0032526
swebench__django__django-14011__minimax,minimax-m2.5,78,0.6965,1,23116,16,0,0.0035571
swebench__django__django-14011__minimax,minimax-m2.5,193,0.7023,1,23892,17,0,0.0038057499999999997
swebench__django__django-14011__minimax,minimax-m2.5,427,0.7092,1,24639,18,0,0.0041869
swebench__django__django-14011__minimax,minimax-m2.5,207,0.0607,1,25169,19,0,0.004013399999999999
swebench__django__django-14011__minimax,minimax-m2.5,362,0.0831,1,25665,20,0,0.0042660499999999995
swebench__django__django-14011__minimax,minimax-m2.5,282,0.0782,1,26579,21,0,0.00431115
swebench__django__django-14011__minimax,minimax-m2.5,126,0.0703,1,26945,22,0,0.00418665
swebench__django__django-14011__minimax,minimax-m2.5,120,0.0844,1,28142,23,0,0.0043593
swebench__django__django-14011__minimax,minimax-m2.5,257,0.7195,1,28419,24,0,0.0045584
swebench__django__django-14011__minimax,minimax-m2.5,198,0.1007,1,28947,25,0,0.00456975
swebench__django__django-14011__minimax,minimax-m2.5,205,0.0684,1,29440,26,0,0.00465175
swebench__django__django-14011__minimax,minimax-m2.5,120,0.0954,1,29983,27,0,0.00463545
swebench__django__django-14011__minimax,minimax-m2.5,508,0.0779,1,30752,28,0,0.005197
swebench__django__django-14011__minimax,minimax-m2.5,100,0.0827,1,31921,29,0,0.004903149999999999
swebench__django__django-14011__minimax,minimax-m2.5,166,0.0794,1,32321,30,0,0.00503905
swebench__django__django-14011__minimax,minimax-m2.5,97,0.0734,1,32662,31,0,0.00501085
swebench__django__django-14011__minimax,minimax-m2.5,127,0.7268,1,32946,32,0,0.00508795
swebench__django__django-14011__minimax,minimax-m2.5,257,0.1032,1,33314,33,0,0.00529265
swebench__django__django-14011__minimax,minimax-m2.5,89,0.0812,1,33648,34,0,0.005149549999999999
swebench__django__django-14011__minimax,minimax-m2.5,87,0.7448,1,34046,35,0,0.00520695
swebench__django__django-14011__minimax,minimax-m2.5,79,0.7302,1,34256,36,0,0.00522925
swebench__django__django-14011__minimax,minimax-m2.5,54,0.7341,1,34610,37,1,0.0052536
swebench__django__django-14011__minimax,minimax-m2.5,69,1.24,1,34865,38,0,0.0053091
swebench__django__django-14011__minimax,minimax-m2.5,59,0.7374,1,35150,39,1,0.005340350000000001
swebench__django__django-14011__minimax,minimax-m2.5,64,4.7902,1,35479,40,0,0.0053954499999999996
swebench__django__django-14011__minimax,minimax-m2.5,78,1.2547,1,36007,41,0,0.005490749999999999
swebench__django__django-14011__minimax,minimax-m2.5,107,1.2485,1,37886,42,1,0.005805950000000001
swebench__django__django-14011__minimax,minimax-m2.5,100,0.7344,1,38136,43,0,0.0058354
swebench__django__django-14011__minimax,minimax-m2.5,242,0.0738,1,38747,44,0,0.00609035
swebench__django__django-14011__minimax,minimax-m2.5,72,0.1307,1,39266,45,0,0.0059727
swebench__django__django-14011__minimax,minimax-m2.5,100,1.2532,1,41032,46,1,0.006269799999999999
swebench__django__django-14011__minimax,minimax-m2.5,142,5.2813,1,42402,47,1,0.0065236
swebench__django__django-14011__minimax,minimax-m2.5,115,1.2556,1,43019,48,0,0.0065851
swebench__django__django-14011__minimax,minimax-m2.5,79,0.1974,1,43246,49,0,0.006577749999999999
swebench__django__django-14011__minimax,minimax-m2.5,166,0.0812,1,43733,50,0,0.00675085
swebench__django__django-14017__claude,claude-sonnet-4-6,195,0.0,1,6817,1,0,0.023376
swebench__django__django-14017__claude,claude-sonnet-4-6,129,0.7637,1,10292,2,0,0.032811
swebench__django__django-14017__claude,claude-sonnet-4-6,160,0.0554,1,14415,3,0,0.045645000000000005
swebench__django__django-14017__claude,claude-sonnet-4-6,128,1.1222,1,14810,4,0,0.046349999999999995
swebench__django__django-14017__claude,claude-sonnet-4-6,130,0.0645,1,16247,5,0,0.05069100000000001
swebench__django__django-14017__claude,claude-sonnet-4-6,91,0.0632,1,16945,6,0,0.0522
swebench__django__django-14017__claude,claude-sonnet-4-6,128,0.7111,1,17227,7,0,0.053600999999999996
swebench__django__django-14017__claude,claude-sonnet-4-6,1546,0.0666,1,17487,8,0,0.075651
swebench__django__django-14017__claude,claude-sonnet-4-6,154,0.0491,1,18903,9,0,0.059018999999999995
swebench__django__django-14017__claude,claude-sonnet-4-6,126,0.7219,1,19928,10,0,0.06167400000000001
swebench__django__django-14017__claude,claude-sonnet-4-6,406,0.086,1,20676,11,0,0.068118
swebench__django__django-14017__claude,claude-sonnet-4-6,99,0.1929,1,21123,12,0,0.064854
swebench__django__django-14017__claude,claude-sonnet-4-6,103,4.2625,1,21475,13,0,0.06597000000000001
swebench__django__django-14017__claude,claude-sonnet-4-6,130,0.0635,1,21642,14,0,0.066876
swebench__django__django-14017__claude,claude-sonnet-4-6,175,0.0747,1,22218,15,0,0.06927900000000001
swebench__django__django-14017__claude,claude-sonnet-4-6,864,0.076,1,23042,16,0,0.08208599999999999
swebench__django__django-14017__claude,claude-sonnet-4-6,323,0.0742,1,23807,17,0,0.076266
swebench__django__django-14017__claude,claude-sonnet-4-6,763,0.7374,1,24433,18,0,0.084744
swebench__django__django-14017__claude,claude-sonnet-4-6,110,0.0429,1,25148,19,0,0.077094
swebench__django__django-14017__minimax,minimax-m2.5,111,0.0,1,11203,1,1,0.0018080999999999998
swebench__django__django-14017__minimax,minimax-m2.5,127,0.0341,1,11256,2,0,0.00183445
swebench__django__django-14017__minimax,minimax-m2.5,86,0.7158,1,11690,3,0,0.0018524000000000001
swebench__django__django-14017__minimax,minimax-m2.5,98,0.6893,1,12932,4,0,0.0020525
swebench__django__django-14017__minimax,minimax-m2.5,67,0.6905,1,13147,5,0,0.0020491
swebench__django__django-14017__minimax,minimax-m2.5,61,0.0471,1,13325,6,0,0.0020689000000000003
swebench__django__django-14017__minimax,minimax-m2.5,273,0.5951,1,17429,7,0,0.0029283
swebench__django__django-14017__minimax,minimax-m2.5,68,0.6911,1,17806,8,0,0.0027491
swebench__django__django-14017__minimax,minimax-m2.5,398,0.081,1,23087,9,1,0.00392075
swebench__django__django-14017__minimax,minimax-m2.5,722,0.6996,1,23567,10,0,0.0043653500000000005
swebench__django__django-14017__minimax,minimax-m2.5,683,0.0449,1,24296,11,0,0.00442985
swebench__django__django-14017__minimax,minimax-m2.5,46,0.7171,1,25393,12,1,0.0038618499999999996
swebench__django__django-14017__minimax,minimax-m2.5,225,1.2195,1,25601,13,0,0.0040989
swebench__django__django-14017__minimax,minimax-m2.5,45,0.7059,1,26662,14,1,0.00405105
swebench__django__django-14017__minimax,minimax-m2.5,224,1.1973,1,26866,15,0,0.0042875000000000005
swebench__django__django-14017__minimax,minimax-m2.5,44,0.7072,1,28161,16,1,0.004274749999999999
swebench__django__django-14017__minimax,minimax-m2.5,224,1.193,1,28371,17,0,0.00451325
swebench__django__django-14017__minimax,minimax-m2.5,461,0.7127,1,28945,18,1,0.004871899999999999
swebench__django__django-14017__minimax,minimax-m2.5,1019,0.0806,1,29696,19,0,0.005626249999999999
swebench__django__django-14017__minimax,minimax-m2.5,735,0.079,1,30957,20,0,0.005488799999999999
swebench__django__django-14017__minimax,minimax-m2.5,448,0.0879,1,31996,21,0,0.005314599999999999
swebench__django__django-14017__minimax,minimax-m2.5,324,0.1101,1,32817,22,0,0.005295149999999999
swebench__django__django-14017__minimax,minimax-m2.5,125,0.7189,1,33622,23,1,0.0051870499999999995
swebench__django__django-14017__minimax,minimax-m2.5,78,0.7201,1,33902,24,0,0.005175
swebench__django__django-14017__minimax,minimax-m2.5,84,0.7271,1,34128,25,0,0.0052158
swebench__django__django-14017__minimax,minimax-m2.5,176,0.0824,1,34544,26,0,0.005384
swebench__django__django-14017__minimax,minimax-m2.5,72,0.725,1,34829,27,0,0.00530715
swebench__django__django-14017__minimax,minimax-m2.5,55,0.7194,1,35123,28,1,0.0053317
swebench__django__django-14017__minimax,minimax-m2.5,66,4.2803,1,35582,29,0,0.005413200000000001
swebench__django__django-14017__minimax,minimax-m2.5,103,0.7052,1,37397,30,0,0.005728
swebench__django__django-14017__minimax,minimax-m2.5,77,0.7308,1,38394,31,0,0.005847649999999999
swebench__django__django-14017__minimax,minimax-m2.5,638,1.7448,1,39106,32,0,0.006599600000000001
swebench__django__django-14017__minimax,minimax-m2.5,668,0.0613,1,39156,33,0,0.0066416
swebench__django__django-14017__minimax,minimax-m2.5,647,0.055,1,39207,34,0,0.006625099999999999
swebench__django__django-14017__minimax,minimax-m2.5,675,0.0701,1,39263,35,0,0.0066657
swebench__django__django-14017__minimax,minimax-m2.5,111,0.745,1,40724,36,0,0.0062362500000000005
swebench__django__django-14017__minimax,minimax-m2.5,86,1.252,1,41360,37,1,0.0063029
